index,tweet,max_emotion,sentiment
1966,teresa giudice opens dinner divorce lawyer,joy,neutral
1967,selena gomez smiles caleb stevens justin biebers engagement,joy,positive
1968,jennifer aniston justin therouxs neighbor war,surprise,negative
1969,jennifer lopez questioning future arod cheating allegations exclusive,neutral,negative
1970,angelina jolie single dating real estate agent,neutral,neutral
1971,watch donald trump sketches snl played alec baldwin,neutral,positive
1972,james franco stunned scarlett johansson called womens march speech,surprise,negative
1973,celebs wish fans happy new year 2017 read tweets,joy,positive
1974,gwen stefani admits im obviously end journey musician,sadness,positive
1975,katie holmes trapped let go jamie foxx true,neutral,negative
1976,nicole kidman pregnant report,neutral,neutral
1977,trousers tight prince williams shock confession prince harry,surprise,negative
1978,wendy williams going rehab celebsgo,neutral,neutral
1979,lady gaga swigs vinegar diet bradley cooper,neutral,neutral
1980,gwen stefani super proud blake shelton win lose romantic surprise planned,surprise,positive
1981,beyonce birth twins still hospital minor issue,sadness,neutral
1982,kim kardashian try steal beyoncés thunder,neutral,negative
1983,kim kardashian shares adorable video saint chicago revealing incredible sibling bond,joy,positive
1984,russell crowe slams claims hes dating sophia forrest,anger,neutral
1985,taylor swift alleged stalker arrested knife rope outside singers home,fear,negative
1986,jessica chastain wedding photos shamefully published touch,sadness,negative
1987,move kris jenner kim kardashian takes kylie khloe kourtney kendalls manager mom sick kardashians,joy,negative
1988,kourtney kardashian blasts pregnant sister khloé new ep kuwtk,sadness,neutral
1989,jennifer aniston courteney cox new tv show together report,joy,neutral
1990,anna faris chris pratt emerged heartbreaking divorce unscathed still best friends,sadness,positive
1991,blake shelton gwen stefani wedding weeks away away,neutral,neutral
1992,taylor swift calvin harris enlists katy perry take revenge ex,anger,negative
1993,kris jenner,neutral,neutral
1994,nicki minaj pregnant new report claims shes expecting nas,joy,neutral
1995,selena gomez sing justin bieber weeknd upcoming heartfelt album,joy,positive
1996,jennifer lopez,neutral,neutral
1997,katie holmes joshua jackson looked lovey dovey dawsons creek reunion,joy,neutral
1998,ellen degeneres secretly records portia de rossi jane fonda workout,neutral,neutral
1999,michael strahan sara haines host abcs new gma hour,joy,neutral
2000,new couple alert rob pattinson suki waterhouse,neutral,negative
2001,would thought kylie would successful kardashian,surprise,positive
2002,kristen stewart seeing alicia cargile behind stella maxwells back despite report,neutral,neutral
2003,britney spears hopeless romantic would love marry baby girl bf sam asghari,sadness,positive
2004,lamar odom turns massive payday appear celebrity big brother spill secrets kardashians,neutral,neutral
2005,paris hilton nicole richie reunite ask fans simple life return,joy,neutral
2006,riley keough sold michael jacksons gifts,joy,neutral
2007,royal silence thomas markle claims meghan cut since paparazzi scandal,sadness,negative
2008,wasting away selena gomez mission size zero,neutral,negative
2009,cameron diaz jim carrey ditch reunion movie plans,sadness,neutral
2010,cindy crawford shows supermodel swims morning dip gif,joy,neutral
2011,ben affleck divorce reportedly pushed jennifer garner join church scientology team denies,sadness,negative
2012,debra messing nervous star searching,fear,negative
2013,truth brad pitt angelina jolies divorce,neutral,positive
2014,katie holmes jamie foxx timeline relationship,neutral,neutral
2015,lisa kudrow,neutral,neutral
2016,portia de rossi reportedly recorded fights wife ellen degeneres,neutral,negative
2017,michael strahan sara haines host abcs new gma hour,joy,neutral
2018,chrissy teigens complaint john legend marriage summed one tweet,anger,negative
2019,orlando bloom heads tokyo katy perrys tour launch,neutral,neutral
2020,new couple emma watson robert pattinson seemingly go public 2018 golden globes exclusive,surprise,positive
2021,andy cohen recalls jennifer aniston john mayers awkward runin,sadness,negative
2022,courteney cox,neutral,neutral
2023,caitlyn jenner mom dad,neutral,neutral
2024,jennifer lopez tickets,neutral,neutral
2025,kylie jenner travis scott timeline relationship,neutral,neutral
2026,orlando bloom fans pay 450 gain exclusive access actor,neutral,positive
2027,inevitable taylor swift backlash begins watching critical mad love crumble right schedule,anger,positive
2028,meghan markles father says walk daughter aisle make uk,sadness,neutral
2029,ozzy osbourne opens cheating sharon osbourne,sadness,negative
2030,confirmed meghan harry yes twins,joy,positive
2031,ben affleck jennifer garner renew vows intimate ceremony kids,joy,neutral
2032,wilmer valderrama really want marry demi lovato overdose truth,neutral,positive
2033,angelina fleeing country brads kids,neutral,neutral
2034,howard stern slams radaronline calling mom listen audio,anger,neutral
2035,george clooney magic touch twins sweetly calms crying,joy,positive
2036,margot robbie,neutral,neutral
2037,women abused screen shapes opinions whose stories believe real life,sadness,negative
2038,miley cyrus planning secret wedding liam hemsworth,neutral,neutral
2039,tom cruise reportedly hasnt seen daughter suri three years,sadness,neutral
2040,dating affair kristen stewart stella still happening despite rumors split married biography,sadness,neutral
2041,caitlyn jenner trump happened promise fight lgbt americans,neutral,negative
2042,inside ben affleck matt damons enduring friendship survived scandal heartbreak tabloid fodder,sadness,negative
2043,justin bieber hailey baldwin already married wearing wedding band,surprise,neutral
2044,donald trump jr releases email exchange celebrities twitter react,neutral,neutral
2045,selena gomez terrified recording new album,fear,negative
2046,basketball diaries 1995,neutral,neutral
2047,hollywood gender pay gap revealed find highest paid stars,joy,negative
2048,old kourtney kardashian split younes bendjima many children,sadness,neutral
2049,kylie jenner travis scott spending quality time together birth first baby,joy,neutral
2050,rebecca ferguson reveals teenage crush,sadness,negative
2051,rachel weisz daniel craig interesting love story,joy,positive
2052,everything love,neutral,positive
2053,reese witherspoonjennifer aniston apple drama replaces showrunners,sadness,neutral
2054,celebrities react donald trump press conference speech bashing media bragging administration gossip cop,anger,negative
2055,leah remini says scientology accused ruining tom cruises wedding horrible behavior,fear,negative
2056,prince harry meghan markle exhausted wedding photo,sadness,negative
2057,beyonce jayz betrayed solange knowles modelling kanye west,neutral,negative
2058,tarek el moussa news pictures videos,neutral,neutral
2059,tristan slaps khloe nasty list demands decides stay toxic relationship,disgust,negative
2060,caitlyn jenner dating someone fake story affair caitlyn jenner boxer yusaf mack scroll read spicy story two married biography,neutral,negative
2061,john heard dead celebrities pay tribute,sadness,negative
2062,taylor kinney new girlfriend lady gaga split,sadness,neutral
2063,kim kardashian plastic surgery cure cankles,neutral,neutral
2064,david letterman retired host risks fortune gambling obsession,fear,negative
2065,celebrity reactions ralphie may dead,sadness,negative
2066,kate middletons pregnancy spoiled prince harry meghan markle engagement wedding plans,joy,positive
2067,truth jennifer garner ben affleck planning renew wedding vows,joy,positive
2068,nicki minajs daughter,neutral,neutral
2069,gwen stefani blake shelton put baby wedding plans hold,neutral,neutral
2070,kim kardashian west publicly defend kanye west end source,anger,neutral
2071,liam hemsworth,neutral,neutral
2072,brad pitt partying nightclubs friends fear relapse,fear,positive
2073,beyonces rep slams reports beyonces lips allnatural preggolips,neutral,neutral
2074,video making fans think beyoncé pregnant fourth child,joy,neutral
2075,jamie foxx katie holmes still refuse talk relationship,anger,negative
2076,celebrities react anthony rapp reveals kevin spacey made sexual advance 14,surprise,neutral
2077,amal clooney really ban george bedroom,sadness,negative
2078,rosie odonnells exwife michelle rounds dead 46 apparent suicide,sadness,negative
2079,ben affleck jennifer garner breakout blowout fight sons game,joy,negative
2080,051917 industry weighs shocking death former fox news chief,fear,negative
2081,ashton kutcher mila kunis announce divorce reason jealousy married life career married biography,neutral,negative
2082,ashley benson steps stroll pal kristen stewart nyc,joy,neutral
2083,paltrow surprised jloaffleck drama,surprise,positive
2084,katy perry orlando bloom elope prague friends reportedly buzzing theyre married,joy,positive
2085,confirmed meghan harry yes twins,joy,positive
2086,jamie foxx katie holmes still together despite breakup rumors,sadness,neutral
2087,jamie dornan dakota johnson horrible bed forced reshoot entire fifty shades darker sex scenes catastrophic,fear,negative
2088,prince harry meghan markle want babies right away,neutral,positive
2089,morgan freeman said hillary clinton belongs prison,sadness,negative
2090,kim kardashian bound gagged begging life paris jewelry robbery,sadness,negative
2091,joel madden,anger,neutral
2092,kourtney kardashian really felt younes bendjimas impulsive instagram comment,fear,neutral
